SWV Data Trace - Watch
"0";"adc_data";"4002"
"1";"adc_min";"59"
"2";"adc_max";"4027"
SWV Data Trace - History
"READ";"89";"";"1647723593";"9.807879 s"
"READ";"121";"";"1647954011";"?"
"READ";"589";"";"1647954011";"?"
"READ";"1204";"";"1647954011";"?"
"READ";"2009";"";"1647954011";"?"
"READ";"2691";"";"1647954011";"?"
"READ";"2833";"";"1647954011";"?"
"READ";"3499";"";"1647954011";"?"
"READ";"3915";"";"1647954011";"?"
"READ";"4015";"";"1647954011";"?"
"READ";"4016";"";"1647954011";"?"
"READ";"4021";"";"1647954011";"?"
"READ";"3531";"";"1647954011";"?"
"READ";"2896";"";"1647954011";"?"
"READ";"2295";"";"1647954011";"?"
"READ";"1386";"";"1647954011";"?"
"READ";"980";"";"1647954011";"?"
"READ";"624";"";"1647954011";"?"
"READ";"183";"";"1647954011";"?"
"READ";"72";"";"1647954011";"?"
"READ";"92";"";"1647954011";"?"
"READ";"494";"";"1647954011";"?"
"READ";"1139";"";"1647954011";"?"
"READ";"1264";"";"1647954011";"?"
"READ";"2043";"";"1647954011";"?"
"READ";"2783";"";"1647954011";"?"
"READ";"3296";"";"1647954011";"?"
"READ";"3508";"";"1647954011";"?"
"READ";"3960";"";"1647954011";"?"
"READ";"4021";"";"1647954011";"?"
"READ";"4009";"";"1647954011";"?"
"READ";"3778";"";"1647954011";"?"
"READ";"3523";"";"1647954011";"?"
"READ";"2617";"";"1647954011";"?"
"READ";"2084";"";"1647954011";"?"
"READ";"1320";"";"1647954011";"?"
"READ";"724";"";"1647954011";"?"
"READ";"613";"";"1647954011";"?"
"READ";"102";"";"1647954011";"?"
"READ";"68";"";"1647954011";"?"
"READ";"98";"";"1647954011";"?"
"READ";"588";"";"1647954011";"?"
"READ";"1208";"";"1647954011";"?"
"READ";"1836";"";"1647954011";"?"
"READ";"2054";"";"1647954011";"?"
"READ";"2807";"";"1647954011";"?"
"READ";"3501";"";"1647954011";"?"
"READ";"3919";"";"1647954011";"?"
"READ";"4005";"";"1647954011";"?"
"READ";"4017";"";"1647954011";"?"
"READ";"4014";"";"1647954011";"?"
"READ";"3598";"";"1647954011";"?"
"READ";"2886";"";"1647954011";"?"
"READ";"2265";"";"1647954011";"?"
"READ";"1376";"";"1647954011";"?"
"READ";"919";"";"1647954011";"?"
"READ";"164";"";"1647954011";"?"
"READ";"73";"";"1647954011";"?"
"READ";"92";"";"1647954011";"?"
"READ";"574";"";"1647954011";"?"
"READ";"1156";"";"1647954011";"?"
"READ";"1261";"";"1647954011";"?"
"READ";"2045";"";"1647954011";"?"
"READ";"2829";"";"1647954011";"?"
"READ";"3489";"";"1647954011";"?"
"READ";"3885";"";"1647954011";"?"
"READ";"3953";"";"1647954011";"?"
"READ";"4019";"";"1647954011";"?"
"READ";"4016";"";"1647954011";"?"
"READ";"3545";"";"1647954011";"?"
"READ";"2938";"";"1647954011";"?"
"READ";"2548";"";"1647954011";"?"
"READ";"2082";"";"1647954011";"?"
"READ";"1315";"";"1647954011";"?"
"READ";"630";"";"1647954011";"?"
"READ";"198";"";"1647954011";"?"
"READ";"96";"";"1647954011";"?"
"READ";"68";"";"1647954011";"?"
"READ";"123";"";"1647954011";"?"
"READ";"594";"";"1647954011";"?"
"READ";"1210";"";"1647954011";"?"
"READ";"1885";"";"1647954011";"?"
"READ";"2727";"";"1647954011";"?"
"READ";"2825";"";"1647954011";"?"
"READ";"3503";"";"1647954011";"?"
"READ";"3922";"";"1647954011";"?"
"READ";"4004";"";"1647954011";"?"
"READ";"4017";"";"1647954011";"?"
"READ";"4021";"";"1647954011";"?"
"READ";"3529";"";"1647954011";"?"
"READ";"2886";"";"1647954011";"?"
"READ";"2239";"";"1647954011";"?"
"READ";"2074";"";"1647954011";"?"
"READ";"877";"";"1647954011";"?"
"READ";"621";"";"1647954011";"?"
"READ";"175";"";"1647954011";"?"
"READ";"94";"";"1647954011";"?"
"READ";"470";"";"1647954011";"?"
"READ";"600";"";"1647954011";"?"
"READ";"1261";"";"1647954011";"?"
"READ";"2045";"";"1647954011";"?"
"READ";"2793";"";"1647954011";"?"
"READ";"3364";"";"1647954011";"?"
"READ";"3508";"";"1647954011";"?"
"READ";"4015";"";"1647954011";"?"
"READ";"4013";"";"1647954011";"?"
"READ";"3717";"";"1647954011";"?"
"READ";"3525";"";"1647954011";"?"
"READ";"2863";"";"1647954011";"?"
